ds,article,y,unit_price
2021-09-19,SAVARIN,2.0,2.0
2021-09-19,SPECIAL BREAD KG,1.0,4.8
2021-09-19,ST HONORE,3.0,3.0
2021-09-19,TARTE FRUITS 4P,2.0,9.0
2021-09-19,TARTE FRUITS 6P,1.0,12.0
2021-09-19,TARTELETTE FRAISE,3.0,3.0
2021-09-19,TRAITEUR,1.0,6.0
2021-09-19,VIK BREAD,11.0,2.5
2021-09-20,BOULE POLKA,1.0,1.6
2021-09-20,CHOCOLAT,1.0,1.5
2021-09-20,DELICETROPICAL,2.0,3.0
2021-09-20,DIVERS CONFISERIE,1.0,3.0
2021-09-20,FLAN,1.0,2.0
2021-09-20,GD KOUIGN AMANN,1.0,7.5
2021-09-20,GRAND FAR BRETON,2.0,7.0
2021-09-20,PAIN S/SEL,1.0,1.5
2021-09-20,PARIS BREST,2.0,2.0
2021-09-20,RELIGIEUSE,1.0,2.5
2021-09-20,SPECIAL BREAD KG,1.0,4.8
2021-09-20,TRAITEUR,5.0,7.6
2021-09-21,BOULE POLKA,1.0,1.6
2021-09-21,DIVERS BOISSONS,1.0,2.0
2021-09-21,FLAN,2.0,2.0
2021-09-21,FLAN ABRICOT,4.0,2.1
2021-09-21,GRAND FAR BRETON,1.0,7.0
2021-09-21,PARIS BREST,1.0,2.0
2021-09-21,PT NANTAIS,1.0,3.0
2021-09-21,SPECIAL BREAD KG,1.0,4.8
2021-09-21,ST HONORE,1.0,3.0
2021-09-21,SUCETTE,1.0,0.3
2021-09-21,TRAITEUR,10.0,7.2
2021-09-21,TROPEZIENNE,4.0,2.0
2021-09-22,GD KOUIGN AMANN,2.0,7.5
2021-09-22,PT NANTAIS,2.0,3.0
2021-09-22,SUCETTE,2.0,0.3
2021-09-22,TRAITEUR,1.0,6.5
2021-09-23,DIVERS BOISSONS,1.0,2.0
2021-09-23,FLAN,3.0,2.0
2021-09-23,FLAN ABRICOT,3.0,2.1
2021-09-23,GRAND FAR BRETON,2.0,7.0
2021-09-23,PARIS BREST,2.0,2.0
2021-09-23,SPECIAL BREAD KG,1.0,4.8
2021-09-23,SUCETTE,2.0,0.3
2021-09-23,TRAITEUR,5.0,8.6
2021-09-23,TROPEZIENNE,3.0,2.0
2021-09-24,CHOCOLAT,1.0,1.5
2021-09-24,DIVERS BOISSONS,2.0,2.0
2021-09-24,DIVERS CONFISERIE,1.0,3.0
2021-09-24,FLAN,5.0,2.0
2021-09-24,GD KOUIGN AMANN,2.0,7.5
2021-09-24,GD NANTAIS,1.0,11.0
2021-09-24,GRAND FAR BRETON,4.0,7.0
2021-09-24,GRANDE SUCETTE,1.0,0.6
2021-09-24,PARIS BREST,1.0,2.0
2021-09-24,SUCETTE,3.0,0.3
2021-09-24,TRAITEUR,6.0,7.0
2021-09-24,TROPEZIENNE,3.0,2.0
2021-09-24,VIK BREAD,8.0,2.5
2021-09-25,BOULE POLKA,1.0,1.6
2021-09-25,DIVERS CONFISERIE,1.0,3.0
2021-09-25,DOUCEUR D HIVER,1.0,3.0
2021-09-25,FLAN,2.0,2.0
2021-09-25,GD KOUIGN AMANN,1.0,7.5
2021-09-25,GRAND FAR BRETON,3.0,7.0
2021-09-25,GRANDE SUCETTE,2.0,0.6
2021-09-25,MILLES FEUILLES,3.0,2.0
2021-09-25,PARIS BREST,3.0,2.0
2021-09-25,PT NANTAIS,3.0,3.0
2021-09-25,ROYAL,4.0,3.0
2021-09-25,SACHET VIENNOISERIE,2.0,4.0
2021-09-25,SAVARIN,2.0,2.0
2021-09-25,SPECIAL BREAD KG,1.0,4.8
2021-09-25,ST HONORE,1.0,3.0
2021-09-25,SUCETTE,1.0,0.3
2021-09-25,TARTE FRUITS 4P,1.0,9.0
2021-09-25,TARTE FRUITS 6P,1.0,12.0
2021-09-25,TRAITEUR,2.0,6.25
2021-09-25,VIK BREAD,7.0,2.5
2021-09-26,CHOCOLAT,1.0,1.5
2021-09-26,DIVERS BOULANGERIE,1.0,1.0
2021-09-26,DIVERS CONFISERIE,2.0,3.0
2021-09-26,FLAN ABRICOT,2.0,2.1
2021-09-26,GD KOUIGN AMANN,1.0,7.5
2021-09-26,GD NANTAIS,1.0,11.0
2021-09-26,GRAND FAR BRETON,7.0,7.0
2021-09-26,MILLES FEUILLES,6.0,2.0
2021-09-26,PAIN S/SEL,2.0,1.5
2021-09-26,PARIS BREST,5.0,2.0
2021-09-26,PT NANTAIS,3.0,3.0
2021-09-26,ROYAL,22.0,3.0
2021-09-26,SAVARIN,3.0,2.0
2021-09-26,SPECIAL BREAD KG,1.0,4.8
2021-09-26,ST HONORE,2.0,3.0
2021-09-26,SUCETTE,1.0,0.3
2021-09-26,TARTE FRUITS 4P,3.0,9.0
2021-09-26,TARTE FRUITS 6P,2.0,12.0
2021-09-26,TARTELETTE CHOC,2.0,2.5
2021-09-26,TRAITEUR,1.0,7.0
2021-09-26,TROIS CHOCOLAT,1.0,3.0
2021-09-26,TROPEZIENNE,1.0,2.0
2021-09-26,VIK BREAD,9.0,2.5
2021-09-27,DIVERS BOULANGERIE,1.0,1.0
2021-09-27,DIVERS CONFISERIE,1.0,3.0
2021-09-27,DIVERS VIENNOISERIE,1.0,6.0
2021-09-27,FLAN,3.0,2.0
2021-09-27,FLAN ABRICOT,1.0,2.1
2021-09-27,GD NANTAIS,2.0,11.0
2021-09-27,GRAND FAR BRETON,1.0,7.0
2021-09-27,GRANDE SUCETTE,1.0,0.6
2021-09-27,ROYAL,1.0,3.0
2021-09-27,SPECIAL BREAD KG,1.0,4.8
2021-09-27,TARTELETTE CHOC,1.0,2.5
2021-09-27,TRAITEUR,9.0,6.4375
2021-09-27,VIK BREAD,3.0,2.5
2021-09-28,DIVERS PATISSERIE,2.0,1.5
2021-09-28,DIVERS VIENNOISERIE,1.0,3.75
2021-09-28,FLAN ABRICOT,2.0,2.1
2021-09-28,PT NANTAIS,1.0,3.0
2021-09-28,SACHET VIENNOISERIE,2.0,4.0
2021-09-28,TRAITEUR,8.0,6.9
2021-09-29,BAGUETTE APERO,1.0,4.5
2021-09-29,DIVERS BOISSONS,1.0,2.0
2021-09-29,DIVERS CONFISERIE,1.0,3.0
2021-09-29,FLAN,3.0,2.0
2021-09-29,FLAN ABRICOT,1.0,2.1
2021-09-29,GD NANTAIS,1.0,11.0
2021-09-29,GRAND FAR BRETON,2.0,7.0
2021-09-29,MILLES FEUILLES,2.0,2.0
2021-09-29,SACHET VIENNOISERIE,1.0,4.0
2021-09-29,SPECIAL BREAD KG,1.0,4.8
2021-09-29,TARTELETTE FRAISE,1.0,3.0
2021-09-29,TRAITEUR,5.0,6.7
2021-09-30,BOULE POLKA,1.0,1.6
2021-09-30,FLAN,1.0,2.0
2021-09-30,FLAN ABRICOT,3.0,2.1
2021-09-30,GD KOUIGN AMANN,1.0,7.5
2021-09-30,MILLES FEUILLES,2.0,2.0
2021-09-30,PT NANTAIS,1.0,3.0
2021-09-30,SACHET DE CROUTON,1.0,1.6
2021-09-30,SACHET VIENNOISERIE,1.0,4.0
2021-09-30,SAVARIN,1.0,2.0
2021-09-30,ST HONORE,1.0,3.0
2021-09-30,TRAITEUR,10.0,7.6
2021-10-01,BOULE POLKA,1.0,1.6
2021-10-01,FLAN,2.0,2.0
2021-10-01,FLAN ABRICOT,4.0,2.1
2021-10-01,GD KOUIGN AMANN,2.0,7.5
2021-10-01,GRAND FAR BRETON,2.0,7.0
2021-10-01,MILLES FEUILLES,3.0,2.0
2021-10-01,PARIS BREST,3.0,2.0
2021-10-01,PT NANTAIS,3.0,3.0
2021-10-01,SACHET VIENNOISERIE,1.0,4.0
2021-10-01,SAVARIN,1.0,2.0
2021-10-01,SPECIAL BREAD KG,1.0,4.8
2021-10-01,TRAITEUR,4.0,12.25
2021-10-01,TROPEZIENNE,2.0,2.0
2021-10-01,VIK BREAD,9.0,2.5
2021-10-02,BOULE POLKA,1.0,1.6
2021-10-02,DIVERS CONFISERIE,1.0,3.0
2021-10-02,FLAN,3.0,2.0
2021-10-02,FLAN ABRICOT,1.0,2.1
2021-10-02,GRAND FAR BRETON,3.0,7.0
2021-10-02,MILLES FEUILLES,5.0,2.0
2021-10-02,PARIS BREST,4.0,2.0
2021-10-02,PT NANTAIS,2.0,3.0
2021-10-02,SACHET VIENNOISERIE,1.0,4.0
2021-10-02,TARTE FRUITS 4P,3.0,9.0
2021-10-02,TARTE FRUITS 6P,1.0,12.0
2021-10-02,TARTELETTE CHOC,1.0,2.5
2021-10-02,TRAITEUR,2.0,3.5
2021-10-02,VIK BREAD,9.0,2.5
2021-10-03,BAGUETTE GRAINE,9.0,1.3
2021-10-03,BOULE POLKA,1.0,1.6
2021-10-03,CHOCOLAT,1.0,1.5
2021-10-03,CHOU CHANTILLY,2.0,2.0
2021-10-03,FLAN,3.0,2.0
2021-10-03,FLAN ABRICOT,3.0,2.1
2021-10-03,GD KOUIGN AMANN,2.0,7.5
2021-10-03,GRAND FAR BRETON,2.0,7.0
2021-10-03,MILLES FEUILLES,7.0,2.0
2021-10-03,PAIN S/SEL,2.0,1.5
2021-10-03,PARIS BREST,6.0,2.0
2021-10-03,PT NANTAIS,1.0,3.0
2021-10-03,SAVARIN,3.0,2.0
2021-10-03,SPECIAL BREAD KG,1.0,4.8
2021-10-03,ST HONORE,2.0,3.0
2021-10-03,TARTE FRUITS 4P,2.0,9.0
2021-10-03,TARTE FRUITS 6P,3.0,12.0
2021-10-03,TARTELETTE CHOC,1.0,2.5
2021-10-03,TROPEZIENNE,2.0,2.0
2021-10-03,VIK BREAD,10.0,2.5
2021-10-04,BOULE POLKA,1.0,1.6
2021-10-04,GRAND FAR BRETON,2.0,7.0
2021-10-04,PT NANTAIS,3.0,3.0
2021-10-04,SAVARIN,2.0,2.0
2021-10-04,ST HONORE,2.0,3.0
2021-10-04,TARTELETTE CHOC,1.0,2.5
2021-10-04,TRAITEUR,9.0,9.277777777777779
2021-10-05,BOULE POLKA,1.0,1.6
2021-10-05,GRAND FAR BRETON,1.0,7.0
2021-10-05,SACHET VIENNOISERIE,1.0,4.0
2021-10-05,SUCETTE,6.0,0.3
2021-10-05,TARTE FRUITS 4P,1.0,9.0
2021-10-05,TRAITEUR,7.0,9.071428571428571
2021-10-06,BOULE POLKA,1.0,1.6
2021-10-06,DIVERS BOISSONS,1.0,2.0
2021-10-06,DIVERS CONFISERIE,1.0,3.0
2021-10-06,FLAN ABRICOT,2.0,2.1
2021-10-06,GD NANTAIS,1.0,11.0
2021-10-06,GRAND FAR BRETON,2.0,7.0
2021-10-06,PT NANTAIS,1.0,3.0
2021-10-06,SPECIAL BREAD KG,1.0,4.8
2021-10-06,TRAITEUR,9.0,6.9375
2021-10-07,BOULE POLKA,1.0,1.6
2021-10-07,BROWNIES,1.0,2.5
2021-10-07,DIVERS BOISSONS,1.0,2.0
2021-10-07,FLAN,5.0,2.0
2021-10-07,GRAND FAR BRETON,2.0,7.0
2021-10-07,GRANDE SUCETTE,1.0,0.6
2021-10-07,PARIS BREST,4.0,2.0
2021-10-07,PT NANTAIS,1.0,3.0
2021-10-07,SPECIAL BREAD KG,2.0,4.8
2021-10-07,TRAITEUR,3.0,8.166666666666666
2021-10-07,TROPEZIENNE,4.0,2.0
2021-10-08,BOULE POLKA,1.0,1.6
2021-10-08,DIVERS BOISSONS,1.0,2.0
2021-10-08,DIVERS BOULANGERIE,1.0,2.0
2021-10-08,FLAN,2.0,2.0
2021-10-08,FLAN ABRICOT,2.0,2.1
2021-10-08,GD KOUIGN AMANN,1.0,7.5
2021-10-08,GRAND FAR BRETON,3.0,7.0
2021-10-08,MILLES FEUILLES,4.0,2.0
2021-10-08,PARIS BREST,3.0,2.0
2021-10-08,SPECIAL BREAD KG,1.0,4.8
2021-10-08,SUCETTE,3.0,0.3
2021-10-08,TARTE FRUITS 4P,1.0,9.0
2021-10-08,TARTE FRUITS 6P,1.0,12.0
2021-10-08,TRAITEUR,8.0,8.125
2021-10-08,VIK BREAD,8.0,2.5
2021-10-09,DIVERS CONFISERIE,2.0,3.0
2021-10-09,DIVERS PATISSERIE,2.0,7.0
2021-10-09,FLAN,1.0,2.0
2021-10-09,FLAN ABRICOT,1.0,2.1
2021-10-09,GD KOUIGN AMANN,2.0,7.5
2021-10-09,GRAND FAR BRETON,2.0,7.0
2021-10-09,GRANDE SUCETTE,1.0,0.6
2021-10-09,MILLES FEUILLES,4.0,2.0
2021-10-09,PAIN S/SEL,1.0,1.5
2021-10-09,PARIS BREST,5.0,2.0
2021-10-09,SACHET VIENNOISERIE,1.0,4.0
2021-10-09,SPECIAL BREAD KG,1.0,4.8
2021-10-09,TARTE FRUITS 4P,2.0,9.0
2021-10-09,TARTE FRUITS 6P,2.0,12.0
2021-10-09,TRAITEUR,4.0,10.833333333333334
2021-10-09,TROPEZIENNE,5.0,2.0
2021-10-09,VIK BREAD,10.0,2.5
2021-10-10,BAGUETTE GRAINE,4.0,1.3
2021-10-10,BOULE POLKA,1.0,1.6
2021-10-10,CHOCOLAT,1.0,1.5
2021-10-10,CHOU CHANTILLY,1.0,2.0
2021-10-10,DIVERS CONFISERIE,1.0,3.0
2021-10-10,DIVERS PATISSERIE,3.0,7.0
2021-10-10,DIVERS VIENNOISERIE,1.0,0.0
2021-10-10,ECLAIR FRAISE PISTACHE,1.0,2.1
2021-10-10,FLAN,5.0,2.0
2021-10-10,FLAN ABRICOT,4.0,2.1
2021-10-10,GD KOUIGN AMANN,2.0,7.5
2021-10-10,GD NANTAIS,1.0,11.0
2021-10-10,GRAND FAR BRETON,3.0,7.0
2021-10-10,MILLES FEUILLES,5.0,2.0
2021-10-10,NOIX JAPONAISE,4.0,2.0
2021-10-10,PAIN S/SEL,2.0,1.5
2021-10-10,PARIS BREST,1.0,2.0
2021-10-10,ROYAL,1.0,3.0
2021-10-10,SACHET VIENNOISERIE,1.0,4.0
2021-10-10,SAVARIN,5.0,2.0
2021-10-10,SPECIAL BREAD KG,1.0,4.8
2021-10-10,TARTE FRUITS 4P,4.0,9.0
2021-10-10,TARTE FRUITS 6P,1.0,12.0
2021-10-10,TRAITEUR,1.0,7.0
2021-10-10,VIK BREAD,9.0,2.5
2021-10-11,BAGUETTE APERO,1.0,4.5
2021-10-11,DIVERS CONFISERIE,1.0,3.0
2021-10-11,DIVERS PATISSERIE,2.0,7.0
2021-10-11,NANTAIS,0.0,5.0
2021-10-11,PT NANTAIS,1.0,3.0
2021-10-11,SPECIAL BREAD KG,1.0,4.8
2021-10-11,TARTE FRUITS 4P,1.0,9.0
2021-10-11,TRAITEUR,3.0,8.166666666666666
2021-10-12,BOULE POLKA,1.0,1.6
2021-10-12,CHOU CHANTILLY,1.0,2.0
2021-10-12,DIVERS BOISSONS,1.0,2.0
2021-10-12,DIVERS CONFISERIE,2.0,3.0
2021-10-12,NOIX JAPONAISE,1.0,2.0
2021-10-12,TARTE FRUITS 4P,1.0,9.0
2021-10-12,TRAITEUR,2.0,8.5
2021-10-13,DIVERS CONFISERIE,1.0,3.0
2021-10-13,FLAN,1.0,2.0
2021-10-13,MILLES FEUILLES,1.0,2.0
2021-10-13,PT NANTAIS,2.0,3.0
2021-10-13,SACHET DE CROUTON,1.0,1.6
2021-10-13,SACHET VIENNOISERIE,1.0,4.0
2021-10-13,SUCETTE,8.0,0.3
2021-10-13,TRAITEUR,4.0,7.0
2021-10-14,BOULE POLKA,1.0,1.6
2021-10-14,CHOCOLAT,1.0,1.5
2021-10-14,DIVERS CONFISERIE,2.0,3.0
2021-10-14,DIVERS VIENNOISERIE,2.0,1.0
2021-10-14,FLAN,3.0,2.0
2021-10-14,FLAN ABRICOT,1.0,2.1
2021-10-14,GRAND FAR BRETON,2.0,7.0
2021-10-14,MILLES FEUILLES,1.0,2.0
2021-10-14,SACHET DE CROUTON,1.0,1.6
2021-10-14,SUCETTE,5.0,0.3
2021-10-14,TRAITEUR,5.0,6.571428571428571
2021-10-15,GD KOUIGN AMANN,1.0,7.5
2021-10-15,GRAND FAR BRETON,1.0,7.0
2021-10-15,MILLES FEUILLES,1.0,2.0
2021-10-15,SPECIAL BREAD KG,1.0,4.8
2021-10-15,SUCETTE,1.0,0.3
2021-10-15,TRAITEUR,5.0,14.4
2021-10-15,VIK BREAD,7.0,2.5
2021-10-16,BOULE POLKA,1.0,1.6
2021-10-16,DIVERS BOISSONS,2.0,3.0
2021-10-16,DIVERS CONFISERIE,1.0,3.0
2021-10-16,DIVERS PATISSERIE,2.0,7.0
2021-10-16,FLAN,1.0,2.0
2021-10-16,FLAN ABRICOT,2.0,2.1
2021-10-16,GRAND FAR BRETON,1.0,7.0
2021-10-16,MILLES FEUILLES,3.0,2.0
2021-10-16,PARIS BREST,2.0,2.0
2021-10-16,SACHET VIENNOISERIE,1.0,4.0
2021-10-16,SPECIAL BREAD KG,2.0,4.8
2021-10-16,SUCETTE,6.0,0.3
2021-10-16,TRAITEUR,6.0,9.833333333333334
2021-10-16,VIK BREAD,6.0,2.5
2021-10-17,BAGUETTE GRAINE,7.0,1.3
2021-10-17,CHOCOLAT,1.0,1.5
2021-10-17,CHOU CHANTILLY,2.0,2.0
2021-10-17,DIVERS CONFISERIE,1.0,3.0
2021-10-17,DIVERS PATISSERIE,3.0,7.0
2021-10-17,FLAN,3.0,2.0
2021-10-17,FLAN ABRICOT,3.0,2.1
2021-10-17,GD NANTAIS,1.0,11.0
2021-10-17,GRAND FAR BRETON,4.0,7.0
2021-10-17,GRANDE SUCETTE,1.0,0.6
2021-10-17,MILLES FEUILLES,6.0,2.0
2021-10-17,NOIX JAPONAISE,4.0,2.0
2021-10-17,PAIN DE MIE,1.0,2.0
2021-10-17,PAIN S/SEL,2.0,1.5
2021-10-17,PARIS BREST,5.0,2.0
2021-10-17,PT NANTAIS,2.0,3.0
2021-10-17,SACHET VIENNOISERIE,2.0,4.0
2021-10-17,SUCETTE,5.0,0.3
2021-10-17,TARTE FRUITS 4P,5.0,9.0
2021-10-17,TARTE FRUITS 6P,3.0,12.0
2021-10-17,TRAITEUR,1.0,12.0
2021-10-17,VIK BREAD,9.0,2.5
2021-10-18,DIVERS BOULANGERIE,1.0,2.0
2021-10-18,DIVERS SANDWICHS,1.0,2.0
2021-10-18,FLAN,1.0,2.0
2021-10-18,SPECIAL BREAD KG,1.0,4.8
2021-10-18,SUCETTE,2.0,0.3
2021-10-18,TRAITEUR,4.0,8.375
2021-10-19,CHOU CHANTILLY,3.0,2.0
2021-10-19,DIVERS BOULANGERIE,1.0,1.0
2021-10-19,FLAN,3.0,2.0
2021-10-19,PT NANTAIS,1.0,3.0
2021-10-19,SACHET VIENNOISERIE,2.0,4.0
2021-10-19,TRAITEUR,2.0,7.0
2021-10-20,BOULE POLKA,1.0,1.6
2021-10-20,DIVERS BOISSONS,1.0,2.0
2021-10-20,DIVERS CONFISERIE,2.0,3.0
2021-10-20,FLAN,2.0,2.0
2021-10-20,MILLES FEUILLES,1.0,2.0
2021-10-20,PARIS BREST,4.0,2.0
2021-10-20,SUCETTE,4.0,0.3
2021-10-20,TRAITEUR,4.0,13.125
2021-10-20,TROPEZIENNE,1.0,2.0
2021-10-21,DIVERS SANDWICHS,1.0,2.0
2021-10-21,FLAN,2.0,2.0
2021-10-21,FLAN ABRICOT,1.0,2.1
2021-10-21,GD KOUIGN AMANN,1.0,7.5
2021-10-21,GD NANTAIS,1.0,11.0
2021-10-21,GRAND FAR BRETON,2.0,7.0
2021-10-21,MILLES FEUILLES,2.0,2.0
2021-10-21,PARIS BREST,3.0,2.0
2021-10-21,SACHET DE CROUTON,1.0,1.6
2021-10-21,SACHET VIENNOISERIE,2.0,4.0
2021-10-21,SPECIAL BREAD KG,1.0,4.8
2021-10-21,TRAITEUR,10.0,9.25
2021-10-21,TROPEZIENNE,1.0,2.0
2021-10-22,BOULE POLKA,1.0,1.6
2021-10-22,FLAN,3.0,2.0
2021-10-22,FLAN ABRICOT,3.0,2.1
2021-10-22,GRANDE SUCETTE,2.0,0.6
2021-10-22,MILLES FEUILLES,1.0,2.0
2021-10-22,PT NANTAIS,1.0,3.0
2021-10-22,SACHET DE CROUTON,2.0,1.6
2021-10-22,SPECIAL BREAD KG,1.0,4.8
2021-10-22,SUCETTE,3.0,0.3
2021-10-22,TRAITEUR,15.0,7.7727272727272725
2021-10-22,TROPEZIENNE,3.0,2.0
2021-10-22,VIK BREAD,7.0,2.5
2021-10-23,BOULE POLKA,1.0,1.6
2021-10-23,DIVERS PATISSERIE,2.0,7.0
2021-10-23,FLAN,1.0,2.0
2021-10-23,GD KOUIGN AMANN,1.0,7.5
2021-10-23,GRAND FAR BRETON,1.0,7.0
2021-10-23,MILLES FEUILLES,5.0,2.0
2021-10-23,PARIS BREST,5.0,2.0
2021-10-23,PT NANTAIS,3.0,3.0
2021-10-23,SACHET DE CROUTON,1.0,1.6
2021-10-23,SPECIAL BREAD KG,1.0,4.8
2021-10-23,TARTE FRUITS 4P,1.0,9.0
2021-10-23,TARTE FRUITS 6P,2.0,12.0
2021-10-23,TRAITEUR,3.0,7.166666666666667
2021-10-23,TROPEZIENNE,3.0,2.0
2021-10-23,VIK BREAD,13.0,2.5
2021-10-24,BAGUETTE GRAINE,10.0,1.3
2021-10-24,BOULE POLKA,1.0,1.6
2021-10-24,CHOCOLAT,1.0,1.5
2021-10-24,CHOU CHANTILLY,4.0,2.0
2021-10-24,DIVERS PATISSERIE,2.0,7.0
2021-10-24,FLAN,4.0,2.0
2021-10-24,FLAN ABRICOT,3.0,2.1
2021-10-24,GD KOUIGN AMANN,5.0,7.5
2021-10-24,GRAND FAR BRETON,3.0,7.0
2021-10-24,MILLES FEUILLES,4.0,2.0
2021-10-24,NOIX JAPONAISE,4.0,2.0
2021-10-24,PAIN S/SEL,2.0,1.5
2021-10-24,PARIS BREST,1.0,2.0
2021-10-24,PT NANTAIS,6.0,3.0
2021-10-24,ROYAL,4.0,3.0
2021-10-24,ROYAL 4P,4.0,12.0
2021-10-24,SPECIAL BREAD KG,1.0,4.8
2021-10-24,TARTE FRUITS 4P,3.0,9.0
2021-10-24,TARTE FRUITS 6P,3.0,12.0
2021-10-24,TRAITEUR,1.0,7.5
2021-10-24,TROPEZIENNE,3.0,2.0
2021-10-24,VIK BREAD,10.0,2.5
2021-10-25,DIVERS BOULANGERIE,1.0,1.0
2021-10-25,DIVERS PATISSERIE,1.0,7.0
2021-10-25,DIVERS VIENNOISERIE,1.0,6.0
2021-10-25,FLAN,2.0,2.0
2021-10-25,GRAND FAR BRETON,1.0,7.0
2021-10-25,GRANDE SUCETTE,1.0,0.6
2021-10-25,MILLES FEUILLES,2.0,2.0
2021-10-25,PT NANTAIS,1.0,3.0
2021-10-25,SUCETTE,3.0,0.3
2021-10-25,TRAITEUR,9.0,7.714285714285714
2021-10-25,TROPEZIENNE,2.0,2.0
2021-10-26,BAGUETTE APERO,1.0,4.5
2021-10-26,BOULE POLKA,1.0,1.6
2021-10-26,DIVERS CONFISERIE,1.0,3.0
2021-10-26,FLAN,1.0,2.0
2021-10-26,FLAN ABRICOT,1.0,2.1
2021-10-26,GD KOUIGN AMANN,1.0,7.5
2021-10-26,GD NANTAIS,1.0,11.0
2021-10-26,MILLES FEUILLES,2.0,2.0
2021-10-26,NOIX JAPONAISE,2.0,2.0
2021-10-26,PT NANTAIS,2.0,3.0
2021-10-26,SACHET VIENNOISERIE,2.0,4.0
2021-10-26,SPECIAL BREAD KG,1.0,4.8
2021-10-26,SUCETTE,3.0,0.3
2021-10-26,TRAITEUR,6.0,7.333333333333333
2021-10-27,BOULE POLKA,1.0,1.6
2021-10-27,DIVERS CONFISERIE,1.0,3.0
2021-10-27,DIVERS VIENNOISERIE,1.0,6.0
2021-10-27,FLAN,5.0,2.0
2021-10-27,FLAN ABRICOT,5.0,2.1
2021-10-27,GD NANTAIS,1.0,11.0
2021-10-27,GRAND FAR BRETON,2.0,7.0
2021-10-27,PARIS BREST,2.0,2.0
2021-10-27,PT NANTAIS,4.0,3.0
2021-10-27,SACHET DE CROUTON,1.0,1.6
2021-10-27,SUCETTE,6.0,0.3
2021-10-27,TRAITEUR,6.0,7.416666666666667
2021-10-27,TROPEZIENNE,1.0,2.0
2021-10-28,BOULE POLKA,1.0,1.6
2021-10-28,DIVERS CONFISERIE,1.0,3.0
2021-10-28,FLAN,2.0,2.0
2021-10-28,FLAN ABRICOT,2.0,2.1
2021-10-28,GRAND FAR BRETON,2.0,7.0
2021-10-28,PARIS BREST,6.0,2.0
2021-10-28,PT NANTAIS,5.0,3.0
2021-10-28,SACHET VIENNOISERIE,5.0,4.0
2021-10-28,SPECIAL BREAD KG,1.0,4.8
2021-10-28,SUCETTE,5.0,0.3
2021-10-28,TRAITEUR,1.0,8.5
2021-10-28,TROPEZIENNE,3.0,2.0
2021-10-29,BOULE POLKA,1.0,1.6
2021-10-29,DIVERS PATISSERIE,3.0,7.0
2021-10-29,FLAN,1.0,2.0
2021-10-29,FLAN ABRICOT,2.0,2.1
2021-10-29,FRAISIER,2.0,3.0
2021-10-29,GD KOUIGN AMANN,2.0,7.5
2021-10-29,GRAND FAR BRETON,4.0,7.0
2021-10-29,MILLES FEUILLES,1.0,2.0
2021-10-29,NOIX JAPONAISE,2.0,2.0
2021-10-29,PARIS BREST,6.0,2.0
2021-10-29,PT NANTAIS,6.0,3.0
2021-10-29,ROYAL,1.0,3.0
2021-10-29,SACHET VIENNOISERIE,4.0,4.0
2021-10-29,SPECIAL BREAD KG,1.0,4.8
2021-10-29,SUCETTE,1.0,0.3
2021-10-29,TARTE FRUITS 4P,2.0,9.0
2021-10-29,TARTE FRUITS 6P,1.0,12.0
2021-10-29,TRAITEUR,11.0,8.590909090909092
2021-10-29,VIK BREAD,5.0,2.5
2021-10-30,BAGUETTE GRAINE,6.0,1.3
2021-10-30,DEMI PAIN,1.0,0.6
2021-10-30,DIVERS PATISSERIE,2.0,7.0
2021-10-30,DIVERS VIENNOISERIE,1.0,6.0
2021-10-30,FLAN,1.0,2.0
2021-10-30,FLAN ABRICOT,3.0,2.1
2021-10-30,GD KOUIGN AMANN,4.0,7.5
2021-10-30,GRAND FAR BRETON,6.0,7.0
2021-10-30,MILLES FEUILLES,4.0,2.0
2021-10-30,NOIX JAPONAISE,3.0,2.0
2021-10-30,PARIS BREST,6.0,2.0
2021-10-30,PT NANTAIS,6.0,3.0
2021-10-30,ROYAL 4P,1.0,12.0
2021-10-30,ROYAL 6P,1.0,18.0
2021-10-30,SUCETTE,4.0,0.3
2021-10-30,TARTE FRUITS 4P,1.0,9.0
2021-10-30,TARTE FRUITS 6P,1.0,12.0
2021-10-30,TRAITEUR,5.0,9.3
2021-10-30,VIK BREAD,10.0,2.5
2021-10-31,BAGUETTE GRAINE,10.0,1.3
2021-10-31,BOULE POLKA,1.0,1.6
2021-10-31,BRIOCHETTE,1.0,0.8
2021-10-31,CHOU CHANTILLY,5.0,2.0
2021-10-31,DIVERS CONFISERIE,1.0,6.0
2021-10-31,DIVERS PATISSERIE,2.0,7.0
2021-10-31,FINANCIER,1.0,0.7
2021-10-31,FLAN,1.0,2.0
2021-10-31,GD KOUIGN AMANN,3.0,7.5
2021-10-31,GD NANTAIS,1.0,11.0
2021-10-31,GRAND FAR BRETON,3.0,7.0
2021-10-31,MILLES FEUILLES,6.0,2.0
2021-10-31,PAIN S/SEL,3.0,1.5
2021-10-31,PARIS BREST,5.0,2.0
2021-10-31,PT NANTAIS,1.0,3.0
2021-10-31,ROYAL,1.0,3.0
2021-10-31,SACHET VIENNOISERIE,5.0,4.0
2021-10-31,SAVARIN,6.0,2.0
2021-10-31,SPECIAL BREAD KG,1.0,4.8
2021-10-31,SUCETTE,3.0,0.3
2021-10-31,TARTE FRUITS 4P,2.0,9.0
2021-10-31,TARTE FRUITS 6P,3.0,12.0
